,text,mood,selected_text,sentiment
11528,i can honestly say this is one time in my life where i feel legtimately victimized,sadness,honestly say one time life feel legtimately victimized,1
11529,i see each time you is what feel i am very anxious to to living to eat you,fear,see time feel anxious living eat,1
11530,i feel bad for the police officer,sadness,feel bad police officer,1
11531,i was tired sore and didnt really feel like makin the mile trip to church i was ecstatic to be there and enjoyed every minute of it,joy,tired sore didnt really feel like makin mile trip church ecstatic enjoyed every minute,0
11532,im not planning to get hammered i warned feeling virtuous,joy,im planning get hammered warned feeling virtuous,0
11533,i could feel that the person was pissed at me because that person didnt understand what i was trying to say and so there was further personal attack again asking me whats my nationality giving me that shit face and blah blah,anger,could feel person pissed person didnt understand trying say personal attack asking whats nationality giving shit face blah blah,1
11534,i dont like poetry too much because i feel its for whiney dramatic people,sadness,dont like poetry much feel whiney dramatic people,1
11535,i feel so fond of him i want to squeeze him tightly and not unusually,love,feel fond want squeeze tightly unusually,0
11536,i hate feeling indecisive because im being negative right now and i dont know what i want,fear,hate feeling indecisive im negative right dont know want,1
11537,i no long feel furious about they re lack of cooperation,anger,long feel furious lack cooperation,1
11538,i actually went into pilates yesterday feeling somewhat remorseful for the shoes i wore that day shoes i often refer to as stinky feet katie shoes,sadness,actually went pilate yesterday feeling somewhat remorseful shoe wore day shoe often refer stinky foot katie shoe,1
11539,i wake up every morning not knowing what the hell to do and feeling like crap with my stomach on fire and my bones aching and then i go to bed every night feeling the same thing,sadness,wake every morning knowing hell feeling like crap stomach fire bone aching go bed every night feeling thing,1
11540,ive been munching on craisins when i feel like something sweet,love,ive munching craisins feel like something sweet,0
11541,i am not a deep thinker and sometimes i leave feeling depressed and not inspired,sadness,deep thinker sometimes leave feeling depressed inspired,1
11542,i personally feel that god is gentle and kind but i dont think he wants me to enter into a friendship with me,love,personally feel god gentle kind dont think want enter friendship,0
11543,i feel some people shouldn t answer if they are not considerate and serious,joy,feel people answer considerate serious,0
11544,i love to inspire students to be creative and most of all i love the moment when they create something that makes them feel successful,joy,love inspire student creative love moment create something make feel successful,0
11545,i was healthy then this mild but annoying cold ad now a new cold which made me feel just awful for he past day,sadness,healthy mild annoying cold ad new cold made feel awful past day,1
11546,i can feel something unfortunate taking place though out here and in new york,sadness,feel something unfortunate taking place though new york,1
11547,i feel especially vulnerable to being treated as a second class citizen,fear,feel especially vulnerable treated second class citizen,1
11548,i was starting to feel the kick of the alcohol and jerald was slightly amused and said he would probably see me down half an hour later,joy,starting feel kick alcohol jerald slightly amused said would probably see half hour later,0
11549,i remember how i used to feel watching tv and seeing sara rue on popular because she was an inspiration to me,joy,remember used feel watching tv seeing sara rue popular inspiration,0
